Author Name,Author ID
Md. Imdadul Islam,ju_author_167
Mohammad Shorif Uddin and Md. Akram Hossain,ju_author_168
Dewan Md Mostafezur Rahman,ju_author_169
Md Imdadul Islam,ju_author_170
Abu Sayed Md Mostafizur Rahaman,ju_author_171
Md. Akram Hossain,ju_author_172
Liton Jude Rozario,ju_author_173
Md. Ziarul Islam,ju_author_174
Akkas Ali,ju_author_175
Mithun Kumar,ju_author_176
Gauhar Arefin,ju_author_177
Morium Akter and Mohammad Shorif Uddin,ju_author_178
Sonia Corraya and Mohammad Shorif Uddin,ju_author_179
Debashish Das,ju_author_180
Mostofa Kamal Nasir,ju_author_181
Mahbuba Ferdous,ju_author_182
Mahmuda Ferdous,ju_author_183
Sushil Kumar Paul,ju_author_184
Saida Bouakaz,ju_author_185
Madeena Sultana,ju_author_186
Sabrina Sharmin,ju_author_187
Farhana Sabrina,ju_author_188
Tanzila Rahman,ju_author_189
Umme Sayma Busra,ju_author_190
and Madeena Sultana,ju_author_191
Abdul Aziz,ju_author_192
M. A. Naim Uddin Rajiv,ju_author_193
M. Azim,ju_author_194
Mina,ju_author_195
M.N. Haque,ju_author_196
Mehnaz Tabassum and Mohammad Shorif Uddin,ju_author_197
M. Mosaddik Hasan,ju_author_198
M. Shahidul Islam,ju_author_199
M. S. Islam,ju_author_200
S. Ratna,ju_author_201
M. A. Haqu,ju_author_202
M. M. H. Chowdhury,ju_author_203
M. A. Bhuiyan,ju_author_204
M. Faisal Al Ameen and Mohammad Shorif Uddin,ju_author_205
N. K. Siddika,ju_author_206
M. Faisal Al Ameen,ju_author_207
Md Abdul Based,ju_author_208
Rahat Kabir,ju_author_209
A.B.M. Toufique-Ul Islam,ju_author_210
Kamelia Zaman Moon,ju_author_211
Umma Salma,ju_author_212
Fauzia Yasmeen,ju_author_213
Kohinur Parvin and Mohammad Shorif Uddin,ju_author_214
A. Raihan,ju_author_215
M. Z. H. Monju,ju_author_216
M. M. Hasan,ju_author_217
M. T. Habib,ju_author_218
M. I. Jabiullah,ju_author_219
Sadia Afrin,ju_author_220
Anup Majumder,ju_author_221
Kaniz Fatema,ju_author_222
Md. Awlad Hossen Rony,ju_author_223
Kazi Mumtahina Puspita,ju_author_224
Md. Biplob Hosen,ju_author_225
Nusrat Jahan Farin,ju_author_226
Mehrin Anannya,ju_author_227
Khadija Islam,ju_author_228
Muhammed J. A. Patwary,ju_author_229
Md. Mehadi Hassan,ju_author_230
Martina Chakma,ju_author_231
K. M. Zubair Hasan,ju_author_232
Md. Ehteshamul Alam,ju_author_233
Mohammad Zahidul Islam,ju_author_234
Md. Gausul Azam,ju_author_235
Sarwar Mahmud Milon,ju_author_236
Md. Shaheen Hossain,ju_author_237
Md. Al-Amin Molla,ju_author_238
Moushumi Zaman Bonny and M. Shorif Uddin,ju_author_239
Jannatul Ferdous,ju_author_240
Mahmuda Najnin Eva,ju_author_241
Sk. Fahmida Islam and M. Shorif Uddin,ju_author_242
Md. Tarek Habib,ju_author_243
Rabindra Nath Nandi,ju_author_244
Farruk Ahmed,ju_author_245
M. Shorif Uddin,ju_author_246
Tanzila Rahman and M. Shorif Uddin,ju_author_247
B. Borucki,ju_author_248
K. S. Nowinski,ju_author_249
and Umme Sayma Busra,ju_author_250
Racy Gomes,ju_author_251
Sazzad Hossain,ju_author_252
M.S. Uddin,ju_author_253
M. Abdullah-Al-Wadud,ju_author_254
Y. Chung,ju_author_255
Nurul Muntasir Mamun,ju_author_256
Maaruf Ali,ju_author_257
Aminul Haque,ju_author_258
Nafisa Khundker,ju_author_259
M. A. Arif,ju_author_260
Nusrat Jahan,ju_author_261
Rofiqun Nahar,ju_author_262
M. Shorif Uddin and T. Shioyama,ju_author_263
T. Shioyama,ju_author_264
Y. Kawai,ju_author_265
T. T. Son,ju_author_266
S. Mita,ju_author_267
Md Rakib Hasan Mohammad Rabiul Alam,ju_author_268
Sarker Md Firoz-Ul-Amin Mohammad,ju_author_269
and Zahidur Rahman,ju_author_270
Amita Chakraborty et al,ju_author_271
Subrata Kumar Das and Mohammad Zahidur Rahman,ju_author_272
Toufik Ahmed Emon et al,ju_author_273
Sayed MD Fahim Fahad,ju_author_274
Md Abdur Rafi Ibne Mahmood,ju_author_275
and Mohammad Zahidur Rahman,ju_author_276
Dewan Md Farid and Mohammad Zahidur Rahman,ju_author_277
Dewan Md Farid,ju_author_278
Mohammad Zahidur Rahman,ju_author_279
and Chowdhury Mofizur Rahman,ju_author_280
Dewan Md. Farid,ju_author_281
Nouria Harbi,ju_author_282
Dewan Md. Farid and Mohammad Zahidur Rahman,ju_author_283
Dewan Md. Farid et al,ju_author_284
Israt Jahan and Mohammad Zahidur Rahman,ju_author_285
Israt Jahan et al,ju_author_286
Yew Kok Meng,ju_author_287
and Sai Peck Lee,ju_author_288
Uzzal Kumar Prodhan,ju_author_289
and Israt Jahan,ju_author_290
Uzzal Kumar Prodhan et al,ju_author_291
Mohammad Zahidur Rahman and Sai Peck Lee,ju_author_292
Fauzia Yasmeen Tani,ju_author_293
Farzana Islam Adiba and Mohammad Zahidur Rahman,ju_author_294
Farzana Islam Adiba,ju_author_295
Sharmin Nahar Sharwardy,ju_author_296
Suman Ahmmed et al,ju_author_297
Tahmid Tanzi Alam,ju_author_298
Ahmad Naquib Chowdhury,ju_author_299
Umme Sayma Busra and Mohammad Zahidur Rahman,ju_author_300
Partha Chakraborty et al,ju_author_301
Dewan Md Farid et al,ju_author_302
Md Rakib Hasan et al,ju_author_303
Mehedee Hassan and Mohammad Zahidur Rahman,ju_author_304
Md Nazrul Islam and Mohammad Zahidur Rahman,ju_author_305
Md Aktaruzzaman Pramanik et al,ju_author_306
Muhammad Zahidur Rahman,ju_author_307
Ratna R Sarkar,ju_author_308
Amitabha Chakrabarty,ju_author_309
Kaafi Mahmud Sarker,ju_author_310
Israt Jahan,ju_author_311
and Hasan Sarwar,ju_author_312
Shakila Mahjabin Tonni et al,ju_author_313
Kok Meng Yew,ju_author_314
M. Zahidur Rahman,ju_author_315
Aparna Das,ju_author_316
Md. Ezharul Islam,ju_author_317
"""Butterfly detection and classification techniques: A review",ju_author_318
Shahnaj Parvin,ju_author_319
and Liton Jude Rozario,ju_author_320
"""Nighttime Vehicle Detection Methods Based on Headlight Feature: A Review",ju_author_321
�Vehicle Number Plate Detection and Recognition Techniques: A Review,ju_author_322
� Advances in Science,ju_author_323
Technology and Engineering Systems Journal (ASTESJ),ju_author_324
Volume 06,ju_author_325
Issue no 02,ju_author_326
PP. 423-438,ju_author_327
17 March 2021.,ju_author_328
�Vision-based On-Road Nighttime Vehicle Detection and Tracking Using Taillight and Headlight Features,ju_author_329
� Journal of Computer and Communications (JCC),ju_author_330
Volume 09,ju_author_331
Issue no 03,ju_author_332
PP. 29-53,ju_author_333
09 March 2021.,ju_author_334
�Nighttime Vehicle Detection Methods based on Brake Light/Taillight Features: A Review,ju_author_335
Bulbul Ahammad,ju_author_336
"""Combination of SVM",ju_author_337
LDA,ju_author_338
PCA and linear regression under fuzzy system in human face recognition,ju_author_339
�Segmentation of the Region of Defects in Fruits and Vegetables,ju_author_340
� International Journal of Computer Science and Information Security,ju_author_341
Vol. 14,ju_author_342
No. 5,ju_author_343
pp. 399-406,ju_author_344
(May 2016).,ju_author_345
Md. Golam Moazzam and Md. Al-Amin Bhuiyan,ju_author_346
,ju_author_347
Ms. Rubayat Parveen,ju_author_348
and Md. Al-Amin Bhuiyan,ju_author_349
Amita Chakraborty,ju_author_350
Shamima Nasrin,ju_author_351
KM Akkas Ali,ju_author_352
Mujiba Shaima and Abu Tayeb Muhammad Alimuzzaman,ju_author_353
Tanzila Rahman and Mohammad Shorif Uddin,ju_author_354
Jannatul Ferdush and Md. Golam Moazzam,ju_author_355
Mohammad Reduanul Haque and Mohammad Shorif Uddin,ju_author_356
Md. Saddam Hossain,ju_author_357
SM Khiroul Bashar and Md. Golam Moazzam,ju_author_358
Mahbub Alam,ju_author_359
Osman Goni,ju_author_360
Abu Shameem,ju_author_361
Shamimul Islam,ju_author_362
Nayan Kumar Datta,ju_author_363
Shakil Ahmed,ju_author_364
and Golam Moazzam,ju_author_365
Md. Humayun Kabir,ju_author_366
Shibli Syeed Ashrafi,ju_author_367
Md. Al Mamun and Md. Humayun Kabir,ju_author_368
Md. Humayun Kabir and Fatema Rahman,ju_author_369
Azad,ju_author_370
M.A.K. and Oh,ju_author_371
H.,ju_author_372
Optimizing the Data Acquisition Cycle Time of a Sensor MAC in Industrial WSNs.,ju_author_373
International Journal of Emerging Technology and Advanced Engineering,ju_author_374
12,ju_author_375
11,ju_author_376
pp.pp. 26-36.,ju_author_377
2022. doi: DOI: https://doi.org/10.46338/ijetae1122_04,ju_author_378
A Multicast-based MAC Protocol for Improving Data Transmission Efficiency in Industrial WSNs.,ju_author_379
9,ju_author_380
pp.63-73,ju_author_381
2022. doi: DOI: https://doi.org/10.46338/ijetae0922_07,ju_author_382
Ahmed,ju_author_383
M.S.; Aurpa,ju_author_384
T.T.; Azad,ju_author_385
M.A.K.,ju_author_386
Fish Disease Detection Using Image Based Machine Learning Technique in Aquaculture,ju_author_387
Journal of King Saud University Computer and Information Sciences,ju_author_388
2021. doi: https://doi.org/10.1016/j.jksuci. 2021.05.003,ju_author_389
Md Abul Kalam azad,ju_author_390
Jugal Krisna Das,ju_author_391
and Md Imdadul Islam,ju_author_392
Improving Signal Detection Accuracy at FC of a CRN using Machine Learning and Fuzzy Rules,ju_author_393
Indonesian Journal of Electrical Engineering and Computer Science,ju_author_394
21,ju_author_395
2,ju_author_396
pp.1140-1150,ju_author_397
2021. doi: DOI: http://doi.org/10.11591/ijeecs.v21.i2.pp1140-1150,ju_author_398
Md Abul Kalam Azad,ju_author_399
Chi Trung Ngo,ju_author_400
and Hoon Oh,ju_author_401
A two-channel slotted sense multiple access protocol for timely and reliable data transmission in industrial wireless sensor networks,ju_author_402
International Journal of Distributed Sensor Networks,ju_author_403
16,ju_author_404
3,ju_author_405
pp.1-13,ju_author_406
2020. doi: DOI: 10.1177/1550147720902007,ju_author_407
Mohammad Ruhul Amin Khandaker,ju_author_408
Primary User Aided Cognitive Radio Network with Optimum Location of Relay,ju_author_409
International Journal of Scientific & Technology Research,ju_author_410
pp.217-221,ju_author_411
2020.,ju_author_412
Abul Kalam Azad,ju_author_413
Jugal K. Das,ju_author_414
Imdadul Islam,ju_author_415
Signal Detection of Co-Operative Cognitive Radio Network under Neural Network,ju_author_416
Journal of Computer and Communications,ju_author_417
6,ju_author_418
pp.60-72,ju_author_419
2018. doi: DOI: 10.4236/jcc.2018.69006,ju_author_420
Sanjit Kumar Saha,ju_author_421
and Jugal Krisna Das,ju_author_422
Detection of Primary User at Fusion Center of a CRN Using Fuzzy-Logic Rules,ju_author_423
International Journal of Computer Science and Information Security,ju_author_424
8,ju_author_425
pp.84-92,ju_author_426
2018.,ju_author_427
Comparison of SNR and SIR Based Fading Models in Determination of Normalized Channel Capacity of Cooperative Cognitive Radio Network,ju_author_428
15,ju_author_429
pp.56-61,ju_author_430
2017.,ju_author_431
Seokhoon Yoon,ju_author_432
Hoon Oh and Sunghwan Kim,ju_author_433
AURP: An AUV-Aided Underwater Routing Protocol for Underwater Acoustic Sensor Networks,ju_author_434
Sensors,ju_author_435
pp1827-1845,ju_author_436
2012 doi: doi:10.3390/s120201827,ju_author_437
Mollah,ju_author_438
M B,ju_author_439
M A K,ju_author_440
Vasilakos,ju_author_441
A,ju_author_442
Secure data sharing and searching at the edge of cloud-assisted Internet of Things,ju_author_443
IEEE Cloud Computing,ju_author_444
4,ju_author_445
pp34�42,ju_author_446
2017,ju_author_447
Security and privacy challenges in mobile cloud computing: Survey and way ahead,ju_author_448
Journal of Network and Computer Applications,ju_author_449
84,ju_author_450
pp38-54,ju_author_451
Comparison of Performance of Cognitive Radio Network under Single and Multi-user Scenario,ju_author_452
1st International Conference on Advances in Science,ju_author_453
Engineering and Robotics Technology (ICASERT-2019),ju_author_454
East-West University,ju_author_455
Dhaka,ju_author_456
2019 doi: DOI: 10.1109/ICASERT.2019.8934545,ju_author_457
Mohammad Abu Baker and Mohammad Shorif Uddin,ju_author_458
A.Z.M. Jakaria,ju_author_459
Aditi Sarker,ju_author_460
Mohammad Shorif  Uddin and Md. Atiqul Islam,ju_author_461
Morium  Akter and Mohammad Shorif Uddin,ju_author_462
Mohammad Shorif Uddin and Morium Akter,ju_author_463
Hafsa Moontari Ali,ju_author_464
Morium Akter and M. Shorif Uddin,ju_author_465
Bishal Gautam,ju_author_466
Morium Akter and Mohammad Reduanul Haque,ju_author_467
Mohammad Shorif Uddin and Mahmudul Hasan Khan,ju_author_468
Mohammad Shorif Uddin and Aminul Haque,ju_author_469
Ingo Schmitt,ju_author_470
Sheikh Shah Mohammad Motiur Rahman,ju_author_471
Md. Shamsuzzaman,ju_author_472
Md. Al-Amin Bhuiyan,ju_author_473
Tapashi Gosswami,ju_author_474
Dulal Chakraborty,ju_author_475
Md. Mahfuzur Rahman,ju_author_476
Md. Al-Amin,ju_author_477
Md. Babul Islam,ju_author_478
Tanjim Taharat AURPA; Samiha Maisha Jeba; Md Shoaib Ahmed; Mohammad Aman Ullah; Maria Mehzabin; Md Musfique Anwar,ju_author_479
Tabia Tanzin Prama,ju_author_480
Md,ju_author_481
Sarmistha Sarna Gomasta,ju_author_482
Aditi Dhali,ju_author_483
Tahlil Tahlil,ju_author_484
Md Musfique Anwar,ju_author_485
ABM Shawkat Ali,ju_author_486
Tanjim Taharat Aurpa,ju_author_487
Md Shoaib Ahmed,ju_author_488
Richita Khandakar Rifat,ju_author_489
Iqbal H Sarker,ju_author_490
Khandaker Tayef Shahriar,ju_author_491
Muhammad Nazrul Islam,ju_author_492
Debjany Chakraborty,ju_author_493
Badhan  Chandra  Das,ju_author_494
and Md,ju_author_495
Iqbal Sarker,ju_author_496
Rony Ripan,ju_author_497
Minhaz Hossain,ju_author_498
Tasnim Siraj,ju_author_499
Badhan Chandra Das,ju_author_500
and Iqbal Sarker,ju_author_501
Shifat Jahan Setu,ju_author_502
Tahmina Islam,ju_author_503
Arnab Shanta Anu,ju_author_504
Md Shovon,ju_author_505
Swarna Das,ju_author_506
Tahmina Khatoon,ju_author_507
Serajum Monira,ju_author_508
Nurun Nahar Fiha,ju_author_509
Sajjad Hossain,ju_author_510
Md Mahfuzur Rahman and Md Musfique Anwar,ju_author_511
Md Mahbubur Rahman,ju_author_512
Nowshin Tasnim,ju_author_513
Rifat Sadik,ju_author_514
Sabbir Anwar,ju_author_515
Md Abdul Mazid Adnan and Md Musfique Anwar,ju_author_516
Raihan Jamil,ju_author_517
Mohammad Abdullah Al Nayeem Khan and Md Musfique Anwar,ju_author_518
Nusrat Jahan Euna,ju_author_519
Syed Md Minhaz Hossain,ju_author_520
Nazifa Mosharrat,ju_author_521
Iqbal H,ju_author_522
Sourav Adhikary,ju_author_523
Mohammad Jabed Morshed Chowdhury and Iqbal H,ju_author_524
Tabia Tanzin Prama and Md Musfique Anwar,ju_author_525
Rony Chowdhury Ripan,ju_author_526
Md Musfique Anwar and Iqbal H,ju_author_527
Tanzim Mahfuz,ju_author_528
Tasneem Farhana Suha and Md Musfique Anwar,ju_author_529
Murad Hossen,ju_author_530
Tamanna Afrose Tamanna,ju_author_531
Atashi Ghosh and Md Musfique Anwar,ju_author_532
Md Musfique Anwar and Md,ju_author_533
Humayra Ferdous,ju_author_534
Md Musfique Anwar and Muhammad Arifur Rahman,ju_author_535
Fatema Khan and Md,ju_author_536
Sudeepto Mohanta,ju_author_537
Sarmistha Sarna,ju_author_538
Aditi Dhali and Md Musfique Anwar,ju_author_539
Shifat Jahan Shetu,ju_author_540
Tahmina Islam and Md Musfique Anwar,ju_author_541
Sudeepto Mohanta and Md Musfique Anwar,ju_author_542
Swarna Das and Md Musfique Anwar,ju_author_543
Chengfei Liu and Jianxin Li,ju_author_544
Chengfei Liu,ju_author_545
Jianxin Li and Tarique Anwar,ju_author_546
Jianxin Li and Chengfei Liu,ju_author_547
